"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9055","Vacancies Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","15008","Delete Employee Test @regression","chromium","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","4603","Notification Bell Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","8729","My Leave Button Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","8543","Save Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","10850","Recruitment Search Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","5991","Dashboard Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","3760","Password Field Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","6627","Dashboard Navigation Test @regression","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","7144","Time Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","5016","Sidebar Visibility After Login Test @regression","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","12358","Recruitment Reset Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","8141","Quick Launch Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","5660","User Profile Icon Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","14987","Search Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","7963","Login Test for admin","chromium","2026-06-03","passed","2026-06-03","","excelLogin.spec.js","",""
"","6371","Admin Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","5038","Top Header Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","8809","Search Username Field Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","6265","Forgot Password Invalid Username Test @negative","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","11956","Search Leave Module Test @sanity","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","10490","Project Info Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","3020","Empty Password Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","7011","Dashboard Widgets Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","6870","Admin URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","3540","Login Form Validation Test @sanity","webkit","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","10546","Search Invalid Module Test @negative","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","9758","Dashboard Search Box Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","4272","Dashboard Navigation Test @regression","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","21779","Edit Employee URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","13865","Vacancies Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","3075","Login Button Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","64308","Invalid Form Data Test @negative","chromium","2026-06-03","failed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","6142","Time Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","11790","Recruitment Reset Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","7421","Leave Navigation Test @regression","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","6470","Dashboard Search Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","7187","Leave Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","4355","Forgot Password Username Field Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","6336","Time Search Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","14396","Add Employee Save Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","14500","Leave Menu Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","6832","Time Sidebar Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","4597","Admin Menu Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","8020","Topbar Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","5888","Forgot Password Username Field Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","4732","User Dropdown Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","7914","Search Leave Module Test @sanity","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","11752","Search PIM Module Test @regression","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","14548","PIM Sidebar Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","11616","My Info Navigation Test @regression","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","11609","Employee ID Field Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","6100","Dashboard Buzz Widget Test @smoke","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","4682","Search Invalid Module Test @negative","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","17641","PIM Refresh Test @regression","firefox","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","11316","Personal Details Header Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","9721","Change Password Option Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","10597","Leave Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","12047","Add Employee Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","7924","Recruitment URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","3266","Login Page URL Validation Test @smoke","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","7321","Sidebar Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","6168","Header Refresh Test @smoke","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","12940","Search Box Clear Test @regression","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","12068","Attendance Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","4085","Change Password Option Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","5131","Dashboard Search Box Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","6596","Sidebar Search Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","8587","Buzz Navigation Test @sanity","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","4375","Dashboard URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","20341","Edit Employee Refresh Test @smoke","firefox","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","5546","Notification Bell Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","11600","Search Time Module Test @regression","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","5225","Message Icon Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","10773","Admin Navigation Test @smoke","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","5453","Invalid Password Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","6027","Dashboard My Actions Widget Test @sanity","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
